batting_team,bowling_team,venue,current_score,is_powerplay,balls_left,wickets_left,current_run_rate,Top_Order,Middle_Order,Lower_Order,Tail,last_five,Death_Overs,final_score
Pakistan,Australia,Colombo,68,0,56,8,6.375,0,1,0,0,39,0,149
West Indies,India,Lauderhill,95,0,4,2,4.91379310344828,0,0,0,1,28,1,95
India,South Africa,Durban,72,0,47,6,5.91780821917808,0,0,1,0,34,0,153
Australia,West Indies,Mirpur,144,0,21,5,8.72727272727273,0,0,1,0,43,1,178
Sri Lanka,India,Colombo,120,0,34,4,8.37209302325581,0,0,0,1,33,0,152
South Africa,West Indies,Johannesburg,158,0,37,6,11.421686746988,0,0,1,0,52,0,231
England,West Indies,Mumbai,114,0,34,7,7.95348837209302,0,1,0,0,36,0,182
Pakistan,Australia,Colombo,107,0,33,8,7.37931034482759,0,1,0,0,52,0,149
Sri Lanka,Australia,Melbourne,42,0,83,8,6.81081081081081,0,1,0,0,39,0,142
Sri Lanka,Bangladesh,Colombo,156,0,3,3,8,0,0,0,1,59,1,159
West Indies,India,Lauderhill,54,0,79,8,7.90243902439024,0,1,0,0,38,0,143
South Africa,India,Mirpur,129,0,26,6,8.23404255319149,0,0,1,0,57,1,172
India,Bangladesh,Delhi,71,0,57,7,6.76190476190476,0,1,0,0,38,0,148
England,Pakistan,Manchester,111,0,22,4,6.79591836734694,0,0,0,1,25,1,135
South Africa,England,Chittagong,196,0,1,6,9.88235294117647,0,0,1,0,74,1,196
India,Bangladesh,Colombo,71,0,59,9,6.98360655737705,1,0,0,0,28,0,176
Bangladesh,West Indies,Lauderhill,107,0,34,7,7.46511627906977,0,1,0,0,42,0,171
Pakistan,Sri Lanka,Hambantota,44,0,55,6,4.06153846153846,0,0,1,0,26,0,122
India,New Zealand,Wellington,51,1,84,8,8.5,0,1,0,0,37,0,165
England,West Indies,Mumbai,114,0,37,8,8.24096385542169,0,1,0,0,40,0,182
Australia,Pakistan,Dubai,145,0,24,7,9.0625,0,1,0,0,33,1,168
South Africa,Australia,Johannesburg,77,0,72,8,9.625,0,1,0,0,51,0,204
England,Pakistan,Manchester,130,0,6,4,6.8421052631579,0,0,0,1,28,1,135
India,West Indies,Lucknow,57,0,77,10,7.95348837209302,1,0,0,0,48,0,195
West Indies,Bangladesh,Mirpur,35,1,87,9,6.36363636363636,1,0,0,0,33,0,132
England,Pakistan,London,129,0,39,7,9.55555555555556,0,1,0,0,43,0,185
Bangladesh,Pakistan,Lahore,69,0,57,10,6.57142857142857,1,0,0,0,34,0,141
New Zealand,South Africa,Durban,91,0,45,6,7.28,0,0,1,0,26,0,153
India,Bangladesh,Mirpur,51,0,61,7,5.1864406779661,0,1,0,0,28,0,166
New Zealand,India,Auckland,60,0,60,6,6,0,0,1,0,19,0,158
Australia,India,Mumbai,50,1,87,9,9.09090909090909,1,0,0,0,38,0,166
India,England,Mumbai,119,0,27,5,7.67741935483871,0,0,1,0,31,1,177
Australia,India,Rajkot,176,0,18,4,10.3529411764706,0,0,0,1,43,1,201
India,West Indies,Lauderhill,109,0,44,9,8.60526315789474,1,0,0,0,42,0,167
Pakistan,Sri Lanka,Lahore,158,0,5,8,8.24347826086957,0,1,0,0,53,1,180
New Zealand,West Indies,Mount Maunganui,57,1,91,9,11.7931034482759,1,0,0,0,57,0,102
Bangladesh,West Indies,Dhaka,198,0,9,6,10.7027027027027,0,0,1,0,63,1,211
Australia,Sri Lanka,Barbados,138,0,12,5,7.66666666666667,0,0,1,0,60,1,168
Australia,South Africa,Johannesburg,87,0,42,5,6.69230769230769,0,0,1,0,28,0,166
West Indies,Sri Lanka,Pallekele,16,1,89,8,3.09677419354839,0,1,0,0,16,0,129
England,Pakistan,Dubai,86,0,42,9,6.61538461538462,1,0,0,0,42,0,148
South Africa,Pakistan,Cape Town,88,0,59,9,8.65573770491803,1,0,0,0,48,0,192
England,Pakistan,Abu Dhabi,64,0,56,7,6,0,1,0,0,27,0,129
New Zealand,Sri Lanka,Pallekele,24,0,73,6,3.06382978723404,0,0,1,0,15,0,74
Sri Lanka,Pakistan,Colombo,81,0,47,9,6.65753424657534,1,0,0,0,41,0,139
England,West Indies,Barbados,89,0,65,10,9.70909090909091,1,0,0,0,37,0,165
England,Pakistan,Manchester,110,0,43,7,8.57142857142857,0,1,0,0,62,0,131
India,Australia,Mirpur,121,0,20,6,7.26,0,0,1,0,52,1,159
Australia,India,Melbourne,39,1,89,8,7.54838709677419,0,1,0,0,39,0,131
West Indies,India,Mirpur,51,0,52,9,4.5,1,0,0,0,20,0,129
West Indies,India,Kolkata,87,0,12,2,4.83333333333333,0,0,0,1,31,1,109
Pakistan,New Zealand,Dubai,145,0,12,8,8.05555555555556,0,1,0,0,55,1,166
Australia,Sri Lanka,Adelaide,168,0,16,8,9.69230769230769,0,1,0,0,55,1,187
Sri Lanka,Bangladesh,Pallekele,121,0,31,6,8.15730337078652,0,0,1,0,34,0,198
Pakistan,Sri Lanka,Colombo,111,0,39,7,8.22222222222222,0,1,0,0,48,0,172
India,West Indies,Lucknow,136,0,24,8,8.5,0,1,0,0,43,1,195
Pakistan,South Africa,Dubai,15,1,87,7,2.72727272727273,0,1,0,0,15,0,98
Pakistan,New Zealand,Auckland,109,0,19,3,6.47524752475248,0,0,0,1,25,1,143
New Zealand,India,Nagpur,102,0,13,4,5.7196261682243,0,0,0,1,27,1,126
England,Pakistan,Dubai,72,0,56,7,6.75,0,1,0,0,36,0,160
Pakistan,India,Mirpur,47,0,70,7,5.64,0,1,0,0,31,0,130
Pakistan,Bangladesh,Karachi,123,0,42,7,9.46153846153846,0,1,0,0,48,0,203
New Zealand,Pakistan,Dubai,44,0,74,7,5.73913043478261,0,1,0,0,29,0,135
New Zealand,Bangladesh,Kolkata,127,0,9,4,6.86486486486487,0,0,0,1,43,1,145
West Indies,Pakistan,St Lucia,111,0,38,8,8.12195121951219,0,1,0,0,39,0,150
Pakistan,New Zealand,Auckland,152,0,1,1,7.66386554621849,0,0,0,1,53,1,153
New Zealand,India,Auckland,129,0,39,7,9.55555555555556,0,1,0,0,47,0,203
Pakistan,New Zealand,Auckland,133,0,4,1,6.87931034482759,0,0,0,1,39,1,143
India,South Africa,Centurion,96,0,49,6,8.11267605633803,0,0,1,0,45,0,188
Australia,New Zealand,Sydney,48,0,82,8,7.57894736842105,0,1,0,0,38,0,150
New Zealand,Sri Lanka,Lauderhill,58,0,56,7,5.4375,0,1,0,0,25,0,120
Pakistan,New Zealand,Auckland,87,0,51,7,7.56521739130435,0,1,0,0,35,0,171
Australia,Sri Lanka,Barbados,81,0,39,5,6,0,0,1,0,27,0,168
New Zealand,Sri Lanka,Mount Maunganui,106,0,47,9,8.71232876712329,1,0,0,0,38,0,182
Pakistan,England,Cardiff,68,0,66,8,7.55555555555556,0,1,0,0,43,0,173
West Indies,England,London,50,1,85,9,8.57142857142857,1,0,0,0,43,0,169
South Africa,Sri Lanka,Hambantota,108,0,23,5,6.68041237113402,0,0,1,0,42,1,145
West Indies,Pakistan,Karachi,76,0,48,8,6.33333333333333,0,1,0,0,34,0,153
South Africa,Bangladesh,Mirpur,95,0,57,9,9.04761904761905,1,0,0,0,50,0,169
West Indies,Sri Lanka,Colombo,128,0,30,6,8.53333333333333,0,0,1,0,47,0,162
India,Bangladesh,Mirpur,62,0,55,7,5.72307692307692,0,1,0,0,31,0,166
England,Afghanistan,Colombo,120,0,27,8,7.74193548387097,0,1,0,0,43,1,196
Pakistan,Australia,Abu Dhabi,88,0,50,9,7.54285714285714,1,0,0,0,40,0,155
Sri Lanka,Bangladesh,Chittagong,85,0,64,7,9.10714285714286,0,1,0,0,44,0,168
South Africa,Pakistan,Cape Town,172,0,16,7,9.92307692307692,0,1,0,0,53,1,192
Bangladesh,India,Colombo,118,0,26,5,7.53191489361702,0,0,1,0,47,1,166
New Zealand,Australia,Auckland,215,0,17,7,12.5242718446602,0,1,0,0,60,1,243
Afghanistan,Bangladesh,Dhaka,108,0,30,6,7.2,0,0,1,0,48,0,164
New Zealand,India,Auckland,132,0,33,7,9.10344827586207,0,1,0,0,48,0,203
New Zealand,Bangladesh,Mount Maunganui,190,0,5,5,9.91304347826087,0,0,1,0,40,1,195
Pakistan,Bangladesh,Karachi,124,0,41,7,9.41772151898734,0,1,0,0,45,0,203
India,England,Kolkata,27,1,87,7,4.90909090909091,0,1,0,0,26,0,120
West Indies,Sri Lanka,Pallekele,42,0,67,8,4.75471698113208,0,1,0,0,28,0,129
Australia,India,Sydney,132,0,30,8,8.8,0,1,0,0,52,0,171
Sri Lanka,Pakistan,Colombo,46,1,86,8,8.11764705882353,0,1,0,0,41,0,172
South Africa,New Zealand,Chittagong,83,0,42,7,6.38461538461539,0,1,0,0,33,0,170
South Africa,Australia,Cape Town,109,0,42,8,8.38461538461539,0,1,0,0,34,0,178
West Indies,England,Barbados,136,0,16,7,7.84615384615385,0,1,0,0,43,1,170
West Indies,England,London,38,0,72,8,4.75,0,1,0,0,20,0,113
India,Bangladesh,Nottingham,74,0,62,9,7.6551724137931,1,0,0,0,35,0,180
Pakistan,India,Mirpur,62,0,40,3,4.65,0,0,0,1,20,0,83
South Africa,England,Cape Town,151,0,3,3,7.74358974358974,0,0,0,1,58,1,154
India,West Indies,Trinidad,74,0,45,6,5.92,0,0,1,0,25,0,159
Bangladesh,India,Rajkot,97,0,47,8,7.97260273972603,0,1,0,0,37,0,153
West Indies,Bangladesh,Mirpur,48,0,80,8,7.2,0,1,0,0,32,0,197
Australia,Pakistan,Dubai,151,0,19,6,8.97029702970297,0,0,1,0,39,1,168
Pakistan,Australia,Dubai,132,0,6,4,6.94736842105263,0,0,0,1,32,1,147
Australia,Sri Lanka,Adelaide,128,0,48,9,10.6666666666667,1,0,0,0,63,0,233
India,New Zealand,Wellington,152,0,7,2,8.07079646017699,0,0,0,1,47,1,165
New Zealand,Bangladesh,Mirpur,141,0,34,8,9.83720930232558,0,1,0,0,57,0,204
Pakistan,West Indies,Dubai,33,1,88,9,6.1875,1,0,0,0,32,0,160
Pakistan,West Indies,Karachi,155,0,19,6,9.20792079207921,0,0,1,0,46,1,203
Pakistan,Australia,Dubai,57,0,63,9,6,1,0,0,0,29,0,151
Sri Lanka,Pakistan,Dubai,43,0,81,8,6.61538461538462,0,1,0,0,34,0,145
West Indies,Australia,Colombo,112,0,37,8,8.09638554216867,0,1,0,0,48,0,205
New Zealand,England,Delhi,126,0,26,7,8.04255319148936,0,1,0,0,34,1,153
Pakistan,Bangladesh,Mirpur,57,0,58,9,5.51612903225807,1,0,0,0,28,0,141
Sri Lanka,India,Mirpur,81,0,39,6,6,0,0,1,0,40,0,138
India,Australia,Adelaide,106,0,42,8,8.15384615384615,0,1,0,0,39,0,188
Pakistan,South Africa,St Lucia,143,0,4,4,7.39655172413793,0,0,0,1,39,1,148
England,Australia,Chester-le-Street,50,1,89,10,9.67741935483871,1,0,0,0,50,0,195
West Indies,Sri Lanka,Colombo,78,0,63,7,8.21052631578947,0,1,0,0,39,0,162
India,New Zealand,Hamilton,140,0,21,7,8.48484848484848,0,1,0,0,42,1,179
New Zealand,Pakistan,Dubai,135,0,0,3,6.75,0,0,0,1,24,1,135
England,Australia,Hobart,79,0,71,8,9.6734693877551,0,1,0,0,42,0,155
India,New Zealand,Mount Maunganui,54,0,80,9,8.1,1,0,0,0,46,0,163
Pakistan,Australia,Perth,59,0,60,6,5.9,0,0,1,0,37,0,106
Australia,Sri Lanka,Perth,45,0,52,5,3.97058823529412,0,0,1,0,17,0,133
New Zealand,Pakistan,Hamilton,94,0,46,7,7.62162162162162,0,1,0,0,39,0,185
Sri Lanka,South Africa,Cape Town,83,0,37,5,6,0,0,1,0,22,0,134
England,Australia,Melbourne,34,1,93,7,7.55555555555556,0,1,0,0,34,0,137
India,Australia,Adelaide,47,1,86,8,8.29411764705882,0,1,0,0,37,0,188
Pakistan,South Africa,Abu Dhabi,54,0,71,7,6.61224489795918,0,1,0,0,25,0,119
India,New Zealand,Mount Maunganui,144,0,10,7,7.85454545454545,0,1,0,0,40,1,163
Bangladesh,West Indies,St Kitts,73,0,46,3,5.91891891891892,0,0,0,1,23,0,118
Sri Lanka,New Zealand,Auckland,40,0,75,7,5.33333333333333,0,1,0,0,27,0,142
Afghanistan,West Indies,St Kitts,86,0,36,7,6.14285714285714,0,1,0,0,27,0,146
New Zealand,Pakistan,Barbados,44,0,80,8,6.6,0,1,0,0,24,0,133
Australia,England,Southampton,50,1,88,9,9.375,1,0,0,0,48,0,248
Pakistan,India,Mirpur,47,0,66,7,5.22222222222222,0,1,0,0,30,0,130
South Africa,Australia,Cape Town,111,0,40,8,8.325,0,1,0,0,33,0,178
Sri Lanka,Bangladesh,Pallekele,69,0,79,9,10.0975609756098,1,0,0,0,44,0,198
Bangladesh,India,Colombo,119,0,15,4,6.8,0,0,0,1,29,1,139
Sri Lanka,India,Nagpur,126,0,39,7,9.33333333333333,0,1,0,0,52,0,215
England,West Indies,Mumbai,124,0,29,7,8.17582417582418,0,1,0,0,36,1,182
India,South Africa,Durban,114,0,36,6,8.14285714285714,0,0,1,0,36,0,168
Australia,Pakistan,Harare,81,0,72,10,10.125,1,0,0,0,59,0,183
Bangladesh,Sri Lanka,Mirpur,123,0,15,5,7.02857142857143,0,0,1,0,39,1,147
Sri Lanka,England,Southampton,65,0,83,10,10.5405405405405,1,0,0,0,60,0,163
South Africa,England,Centurion,113,0,52,7,9.97058823529412,0,1,0,0,38,0,222
Bangladesh,Pakistan,Lahore,130,0,5,5,6.78260869565217,0,0,1,0,33,1,141
New Zealand,South Africa,Johannesburg,67,0,58,6,6.48387096774194,0,0,1,0,31,0,129
Australia,Sri Lanka,Nottingham,75,0,53,6,6.71641791044776,0,0,1,0,25,0,159
Pakistan,New Zealand,Auckland,99,0,26,3,6.31914893617021,0,0,0,1,25,1,143
South Africa,England,Centurion,153,0,49,10,12.9295774647887,1,0,0,0,77,0,241
Bangladesh,India,Colombo,89,0,43,6,6.93506493506494,0,0,1,0,30,0,166
Afghanistan,West Indies,Nagpur,53,0,56,6,4.96875,0,0,1,0,20,0,123
India,Australia,Adelaide,128,0,30,8,8.53333333333333,0,1,0,0,48,0,188
Pakistan,South Africa,Abu Dhabi,34,1,96,9,8.5,1,0,0,0,34,0,119
Sri Lanka,Australia,Cape Town,26,0,83,6,4.21621621621622,0,0,1,0,19,0,101
Pakistan,India,Kolkata,42,0,67,9,4.75471698113208,1,0,0,0,23,0,118
India,Australia,Mirpur,64,0,54,7,5.81818181818182,0,1,0,0,20,0,159
West Indies,India,Lauderhill,62,0,43,5,4.83116883116883,0,0,1,0,25,0,95
England,Australia,Southampton,82,0,66,8,9.11111111111111,0,1,0,0,50,0,179
New Zealand,Pakistan,Dubai,153,0,0,3,7.65,0,0,0,1,52,1,153
India,New Zealand,Wellington,78,0,66,6,8.66666666666667,0,0,1,0,38,0,165
Australia,Pakistan,Dubai,49,1,86,9,8.64705882352941,1,0,0,0,43,0,108
South Africa,Bangladesh,Johannesburg,71,0,75,8,9.46666666666667,0,1,0,0,52,0,118
Pakistan,New Zealand,Pallekele,169,0,5,5,8.81739130434783,0,0,1,0,43,1,177
Bangladesh,West Indies,St Kitts,120,0,32,4,8.18181818181818,0,0,0,1,25,0,143
New Zealand,Pakistan,Chandigarh,141,0,22,6,8.63265306122449,0,0,1,0,44,1,180
India,Australia,Colombo,91,0,36,5,6.5,0,0,1,0,24,0,140
Pakistan,Bangladesh,Mirpur,61,0,69,9,7.17647058823529,1,0,0,0,31,0,135
South Africa,England,Centurion,95,0,74,10,12.3913043478261,1,0,0,0,81,0,241
India,South Africa,Durban,37,0,82,7,5.8421052631579,0,1,0,0,29,0,153
India,Bangladesh,Bangalore,57,0,62,8,5.89655172413793,0,1,0,0,32,0,146
Sri Lanka,England,London,78,0,63,8,8.21052631578947,0,1,0,0,47,0,183
Pakistan,England,Dubai,38,0,72,7,4.75,0,1,0,0,29,0,129
Sri Lanka,West Indies,Bangalore,50,0,64,5,5.35714285714286,0,0,1,0,18,0,122
West Indies,Bangladesh,Johannesburg,96,0,36,8,6.85714285714286,0,1,0,0,35,0,164
England,Australia,Melbourne,96,0,31,4,6.47191011235955,0,0,0,1,25,0,130
Australia,England,Southampton,172,0,32,8,11.7272727272727,0,1,0,0,54,0,248
New Zealand,England,St Lucia,134,0,11,5,7.37614678899083,0,0,1,0,40,1,149
Pakistan,West Indies,Trinidad,67,0,47,6,5.50684931506849,0,0,1,0,29,0,132
New Zealand,South Africa,Centurion,146,0,18,6,8.58823529411765,0,0,1,0,41,1,177
Pakistan,Australia,Sydney,73,0,51,7,6.34782608695652,0,1,0,0,33,0,107
New Zealand,India,Nagpur,77,0,39,6,5.7037037037037,0,0,1,0,28,0,126
India,Bangladesh,Nottingham,159,0,9,6,8.5945945945946,0,0,1,0,49,1,180
Sri Lanka,Pakistan,Dubai,133,0,35,8,9.38823529411765,0,1,0,0,54,0,211
England,Sri Lanka,Delhi,29,1,88,9,5.4375,1,0,0,0,27,0,171
New Zealand,Australia,Sydney,82,0,32,5,5.59090909090909,0,0,1,0,33,0,117
West Indies,England,London,56,0,73,9,7.14893617021277,1,0,0,0,30,0,125
Bangladesh,Sri Lanka,Chittagong,92,0,20,3,5.52,0,0,0,1,26,1,120
Sri Lanka,Australia,Brisbane,89,0,37,4,6.43373493975904,0,0,0,1,36,0,117
England,Australia,Southampton,34,0,83,9,5.51351351351351,1,0,0,0,31,0,145
Bangladesh,West Indies,St Kitts,79,0,38,3,5.78048780487805,0,0,0,1,20,0,118
Australia,India,Chandigarh,74,0,68,8,8.53846153846154,0,1,0,0,22,0,160
West Indies,Sri Lanka,Pallekele,34,0,77,8,4.74418604651163,0,1,0,0,26,0,129
Pakistan,India,Kolkata,65,0,46,7,5.27027027027027,0,1,0,0,28,0,118
New Zealand,Australia,Sydney,117,0,2,2,5.94915254237288,0,0,0,1,34,1,117
South Africa,England,Cape Town,171,0,4,7,8.8448275862069,0,1,0,0,70,1,191
South Africa,Australia,Cape Town,58,0,60,8,5.8,0,1,0,0,29,0,146
Pakistan,West Indies,Trinidad,110,0,10,2,6,0,0,0,1,33,1,132
Bangladesh,South Africa,Cape Town,131,0,14,2,7.41509433962264,0,0,0,1,27,1,144
Pakistan,South Africa,Dubai,93,0,7,3,4.93805309734513,0,0,0,1,31,1,98
India,West Indies,Mumbai,164,0,10,8,8.94545454545455,0,1,0,0,48,1,192
Australia,Pakistan,Chandigarh,83,0,57,7,7.90476190476191,0,1,0,0,39,0,193
Australia,India,Melbourne,60,0,64,6,6.42857142857143,0,0,1,0,30,0,131
India,New Zealand,Mount Maunganui,91,0,57,9,8.66666666666667,1,0,0,0,40,0,163
New Zealand,England,Hamilton,54,1,86,10,9.52941176470588,1,0,0,0,46,0,192
India,Australia,Adelaide,116,0,38,8,8.48780487804878,0,1,0,0,42,0,188
England,India,Birmingham,153,0,8,5,8.19642857142857,0,0,1,0,57,1,180
Sri Lanka,Pakistan,Hambantota,49,0,70,6,5.88,0,0,1,0,28,0,132
England,Pakistan,London,88,0,65,8,9.6,0,1,0,0,35,0,185
Australia,South Africa,Brisbane,39,1,90,10,7.8,1,0,0,0,39,0,209
Pakistan,New Zealand,Abu Dhabi,110,0,22,6,6.73469387755102,0,0,1,0,33,1,148
Bangladesh,Sri Lanka,Colombo,74,0,78,9,10.5714285714286,1,0,0,0,53,0,176
Australia,South Africa,Johannesburg,168,0,12,5,9.33333333333333,0,0,1,0,40,1,196
India,Sri Lanka,St Lucia,68,0,75,9,9.06666666666667,1,0,0,0,49,0,163
New Zealand,Sri Lanka,Pallekele,51,0,49,3,4.30985915492958,0,0,0,1,32,0,74
South Africa,India,Chandigarh,113,0,27,7,7.29032258064516,0,1,0,0,32,1,149
Pakistan,New Zealand,Dubai,52,0,69,9,6.11764705882353,1,0,0,0,38,0,166
New Zealand,England,Hamilton,54,1,84,10,9,1,0,0,0,44,0,192
Bangladesh,South Africa,Cape Town,63,1,87,6,11.4545454545455,0,0,1,0,59,0,144
England,Australia,Southampton,152,0,7,3,8.07079646017699,0,0,0,1,43,1,162
New Zealand,Australia,Auckland,212,0,18,7,12.4705882352941,0,1,0,0,59,1,243
India,Australia,Colombo,137,0,3,3,7.02564102564103,0,0,0,1,36,1,140
Sri Lanka,Pakistan,Lahore,109,0,45,8,8.72,0,1,0,0,44,0,182
England,New Zealand,Manchester,81,0,62,7,8.37931034482759,0,1,0,0,45,0,191
Sri Lanka,Pakistan,Abu Dhabi,141,0,2,0,7.16949152542373,0,0,0,1,24,1,141
South Africa,Australia,Centurion,34,1,86,8,6,0,1,0,0,34,0,128
Pakistan,Bangladesh,Mirpur,106,0,43,7,8.25974025974026,0,1,0,0,41,0,190
Bangladesh,Sri Lanka,Colombo,120,0,47,8,9.86301369863014,0,1,0,0,43,0,176
England,Sri Lanka,Bristol,39,0,81,8,6,0,1,0,0,36,0,136
India,Bangladesh,Bangalore,50,0,70,8,6,0,1,0,0,33,0,146
New Zealand,Pakistan,Chandigarh,127,0,35,8,8.96470588235294,0,1,0,0,50,0,180
West Indies,Australia,Brisbane,61,0,74,9,7.95652173913044,1,0,0,0,40,0,191
Sri Lanka,Australia,Melbourne,59,0,66,8,6.55555555555556,0,1,0,0,28,0,142
Pakistan,New Zealand,Hamilton,108,0,29,6,7.12087912087912,0,0,1,0,42,1,163
Sri Lanka,Pakistan,London,103,0,41,8,7.82278481012658,0,1,0,0,23,0,150
Pakistan,England,Cardiff,67,0,67,8,7.58490566037736,0,1,0,0,42,0,173
Sri Lanka,Australia,Colombo,124,0,4,2,6.41379310344828,0,0,0,1,35,1,128
Pakistan,England,Manchester,143,0,27,8,9.2258064516129,0,1,0,0,45,1,195
Bangladesh,Sri Lanka,Colombo,139,0,24,6,8.6875,0,0,1,0,32,1,176
West Indies,New Zealand,Lauderhill,207,0,2,8,10.5254237288136,0,1,0,0,73,1,209
New Zealand,Pakistan,Napier,45,1,90,9,9,1,0,0,0,45,0,173
Australia,England,Hobart,174,0,15,7,9.94285714285714,0,1,0,0,40,1,213
Pakistan,Australia,Dubai,84,0,50,9,7.2,1,0,0,0,33,0,147
Pakistan,Sri Lanka,Lahore,154,0,8,8,8.25,0,1,0,0,52,1,180
New Zealand,Sri Lanka,Wellington,81,0,74,9,10.5652173913043,1,0,0,0,50,0,162
Australia,Pakistan,St Lucia,143,0,27,8,9.2258064516129,0,1,0,0,53,1,191
West Indies,Pakistan,Abu Dhabi,29,0,75,7,3.86666666666667,0,1,0,0,17,0,103
West Indies,Bangladesh,Mirpur,81,0,43,8,6.31168831168831,0,1,0,0,27,0,132
South Africa,New Zealand,Wellington,133,0,5,4,6.93913043478261,0,0,0,1,57,1,147
New Zealand,England,Durban,134,0,22,4,8.20408163265306,0,0,0,1,55,1,164
West Indies,New Zealand,Pallekele,102,0,40,5,7.65,0,0,1,0,35,0,139
New Zealand,South Africa,Johannesburg,99,0,18,3,5.82352941176471,0,0,0,1,24,1,129
Pakistan,West Indies,Karachi,56,0,83,9,9.08108108108108,1,0,0,0,48,0,205
Sri Lanka,New Zealand,Chittagong,106,0,13,3,5.94392523364486,0,0,0,1,29,1,119
Australia,India,Sydney,108,0,44,8,8.52631578947369,0,1,0,0,41,0,186
England,New Zealand,Napier,122,0,46,8,9.89189189189189,0,1,0,0,64,0,241
New Zealand,India,Hamilton,80,0,76,10,10.9090909090909,1,0,0,0,60,0,212
South Africa,India,Nottingham,54,0,76,9,7.36363636363636,1,0,0,0,31,0,130
England,South Africa,Nottingham,101,0,11,2,5.55963302752294,0,0,0,1,20,1,111
Sri Lanka,England,Southampton,159,0,4,2,8.22413793103448,0,0,0,1,38,1,163
Sri Lanka,Pakistan,Lahore,70,0,63,6,7.36842105263158,0,0,1,0,40,0,147
South Africa,Australia,Sydney,124,0,19,6,7.36633663366337,0,0,1,0,31,1,145
Australia,India,Barbados,119,0,47,9,9.78082191780822,1,0,0,0,61,0,184
New Zealand,South Africa,Centurion,126,0,34,6,8.7906976744186,0,0,1,0,43,0,177
New Zealand,Pakistan,Dubai,127,0,11,4,6.9908256880734,0,0,0,1,46,1,144
Australia,India,Brisbane,128,0,35,7,9.03529411764706,0,1,0,0,54,0,158
Pakistan,New Zealand,Auckland,80,0,50,4,6.85714285714286,0,0,0,1,18,0,143
New Zealand,Australia,Sydney,54,0,54,6,4.90909090909091,0,0,1,0,24,0,117
India,South Africa,Johannesburg,196,0,4,5,10.1379310344828,0,0,1,0,40,1,203
England,India,Manchester,112,0,32,5,7.63636363636364,0,0,1,0,36,0,159
Pakistan,New Zealand,Hamilton,161,0,7,4,8.54867256637168,0,0,0,1,54,1,168
New Zealand,England,Pallekele,105,0,25,6,6.63157894736842,0,0,1,0,42,1,148
India,South Africa,Durban,34,1,86,7,6,0,1,0,0,31,0,153
Sri Lanka,New Zealand,Auckland,102,0,21,2,6.18181818181818,0,0,0,1,41,1,115
New Zealand,West Indies,Mount Maunganui,77,0,63,8,8.10526315789474,0,1,0,0,46,0,238
England,Pakistan,Dubai,113,0,31,6,7.61797752808989,0,0,1,0,45,0,172
England,West Indies,London,150,0,3,4,7.69230769230769,0,0,0,1,36,1,161
South Africa,Pakistan,Johannesburg,77,0,67,9,8.71698113207547,1,0,0,0,36,0,153
Australia,West Indies,London,48,0,74,7,6.26086956521739,0,1,0,0,37,0,169
South Africa,Australia,Cape Town,136,0,20,7,8.16,0,1,0,0,37,1,178
South Africa,Australia,Brisbane,128,0,17,6,7.45631067961165,0,0,1,0,53,1,157
New Zealand,South Africa,Durban,104,0,32,6,7.09090909090909,0,0,1,0,32,0,153
New Zealand,England,Wellington,104,0,49,9,8.7887323943662,1,0,0,0,49,0,196
Sri Lanka,England,Pallekele,86,0,49,7,7.26760563380282,0,1,0,0,34,0,169
West Indies,Sri Lanka,Pallekele,62,0,50,8,5.31428571428571,0,1,0,0,35,0,129
Pakistan,England,Barbados,97,0,37,6,7.01204819277108,0,0,1,0,33,0,147
South Africa,Pakistan,Johannesburg,118,0,16,5,6.80769230769231,0,0,1,0,24,1,153
Pakistan,England,Cardiff,62,0,57,7,5.90476190476191,0,1,0,0,18,0,126
New Zealand,England,London,175,0,16,7,10.0961538461538,0,1,0,0,53,1,201
West Indies,India,Lauderhill,236,0,5,6,12.3130434782609,0,0,1,0,38,1,245
Australia,Bangladesh,Barbados,135,0,3,4,6.92307692307692,0,0,0,1,54,1,141
Bangladesh,West Indies,St Kitts,73,0,71,6,8.93877551020408,0,0,1,0,49,0,143
West Indies,Australia,Barbados,155,0,10,2,8.45454545454546,0,0,0,1,26,1,160
Afghanistan,India,St Lucia,114,0,1,2,5.74789915966387,0,0,0,1,33,1,115
Afghanistan,West Indies,Lucknow,57,0,78,8,8.14285714285714,0,1,0,0,36,0,147
Sri Lanka,England,London,67,0,72,8,8.375,0,1,0,0,43,0,183
Pakistan,West Indies,Trinidad,132,0,6,3,6.94736842105263,0,0,0,1,35,1,137
Sri Lanka,New Zealand,Auckland,53,0,63,5,5.57894736842105,0,0,1,0,25,0,115
India,South Africa,St Lucia,106,0,33,8,7.31034482758621,0,1,0,0,42,0,186
Bangladesh,Sri Lanka,Colombo,156,0,14,5,8.83018867924528,0,0,1,0,33,1,176
England,India,Birmingham,55,0,76,8,7.5,0,1,0,0,30,0,180
South Africa,Pakistan,Johannesburg,66,0,57,9,6.28571428571429,1,0,0,0,24,0,188
West Indies,Australia,St Lucia,68,0,53,5,6.08955223880597,0,0,1,0,27,0,105
Pakistan,South Africa,Nottingham,100,0,41,7,7.59493670886076,0,1,0,0,42,0,149
England,Australia,Birmingham,184,0,21,7,11.1515151515152,0,1,0,0,52,1,221
India,England,Bangalore,137,0,28,7,8.93478260869565,0,1,0,0,57,1,202
